port2,level2,country,direction,n,port,n_ship_voyages
río de janeiro,NA,brazil,origin,1,RÍO DE JANEIRO,1
río de janeiro,NA,brazil,destination,1,RÍO DE JANEIRO (BRASIL),1
rio gabon,NA,gabon,origin,1,RIO GABON,1
river serralione,NA,sierra leone,origin,1,RIVER SERRALIONE,1
river shannon,NA,ireland,destination,1,RIVER SHANNON,1
rochefort,NA,france,origin,20,ROCHEFORT,20
rodrigues,NA,mauritius,destination,5,RODRIGUEZ,3
rodrigues,NA,mauritius,destination,5,CRUISING TOWARDS RODRIQUEZ,1
rodrigues,NA,mauritius,destination,5,"MATHURIN BAY, RODIGUEZ",1
rodrigues,NA,mauritius,origin,5,DIEGO RAY,1
rodrigues,NA,mauritius,origin,5,DIEGO RAYS,1
rodrigues,NA,mauritius,origin,5,DIEGO RAYS (RODRIQUES),1
rodrigues,NA,mauritius,origin,5,RODRIQUES (DIEGO RAY),1
rodrigues,NA,mauritius,origin,5,RODRIQUEZ,1
roseau,NA,commonwealth of dominica,destination,4,DOMINICA,4
rotterdam,NA,netherlands,origin,12,ROTTERDAM,12
rotterdam,NA,netherlands,destination,4,SCHIEDAM,4
rotterdam,NA,netherlands,origin,2,DORDRECHT,2
sable island,newfoundland,canada,destination,1,SABLE ISLAND (NEWFOUNDLAND),1
saderass,NA,NA,origin,1,SADERASS,1
saint augustin,NA,madagascar,origin,2,ST AUGUSTINES,2
saint augustin,NA,madagascar,origin,1,ST AUGUSTINS BAY,1
saint-pierre,saint-pierre and miquelon,france,origin,3,ST PIERRE,3
saint-pierre,saint-pierre and miquelon,france,destination,1,ILE MIQUELON ET RETOUR A ROCHEFORT,1
saint-pierre,saint-pierre and miquelon,france,origin,1,SAINT PIERRE,1
saint-pierre,saint-pierre and miquelon,france,origin,1,SAINT PIERRE-TERRE NEUVE,1
sajor road,NA,NA,origin,1,SAJOR ROAD,1
salvador,NA,brazil,destination,1,"SALVADOR, BRAZIL",1
samarang,NA,NA,origin,1,SAMARANG,1
san blas,nayarit,mexico,origin,4,SAN BLAS,4
san blas,nayarit,mexico,destination,1,SAN BLAS (NUEVA ESPAÑA),1
san domingo,NA,NA,origin,1,SAN DOMINGO,1
san juan,NA,puerto rico,origin,3,PUERTO RICO,3
san salvador,NA,brazil,destination,1,SAN SALVADOR,1
sandy hook,new york,united states,origin,7,SANDY HOOK,7
sandy hook,new york,united states,destination,1,CRUISING OFF SANDY HOOK,1
sandy hook,new york,united states,origin,1,SANDY HOOK (NEW YORK),1
sandy hook,new york,united states,origin,1,SANDY POINT (NEW YORK),1
santa catarina,NA,brazil,origin,13,SANTA CATALINA,9
santa catarina,NA,brazil,origin,13,SANTA CATALINA(BRASIL),1
santa catarina,NA,brazil,origin,13,STA CATALINA (BRASIL),1
santa catarina,NA,brazil,origin,13,STA. CATHALINA,1
santa catarina,NA,brazil,origin,13,STA. CATHALINA (BRASIL),1
santa catarina,NA,brazil,destination,11,ISLA SANTA CATALINA (BRASIL),2
santa catarina,NA,brazil,destination,11,SANTA CATALINA (BRASIL),2
santa catarina,NA,brazil,destination,11,I. SANTA CATALINA,1
santa catarina,NA,brazil,destination,11,"ISLA DE SAN ANDRÉS Y STA. CATALINA, ALIAS PROVIDEN",1
santa catarina,NA,brazil,destination,11,ISLA DE SANTA CATALINA,1
santa catarina,NA,brazil,destination,11,ISLA DE SANTA CATALINA (SANTA CATARINA-BRASIL?),1
santa catarina,NA,brazil,destination,11,ISLA SANTA CATALINA (BRASIL) Y VUELTA,1
santa catarina,NA,brazil,destination,11,ISLA SANTA CATALINA (BRASIL)Y VUELTA,1
santa catarina,NA,brazil,destination,11,SANTA CATALINA Y DE ALLÍ A ESPAÑA,1
santa catarina,NA,brazil,origin,2,SANTA CATHALINA,2
santa catarina,santa catarina,brazil,destination,1,ST CATHARINE'S (SOUTH AMERICA),1
santa catarina,santa catarina,brazil,origin,1,ST CATHARINES,1
santa catarina,santa catarina,brazil,origin,1,ST CATHERINE,1
santa catarina,santa catarina,brazil,origin,1,ST CATHERINE'S PORT,1
santa catarina,santa catarina,brazil,origin,1,ST CATHARINE,1
santa cruz de tenerife,canary islands,spain,origin,18,TENERIFFE,10
santa cruz de tenerife,canary islands,spain,origin,18,SANTA CRUZ,3
santa cruz de tenerife,canary islands,spain,origin,18,TENERIFE,2
santa cruz de tenerife,canary islands,spain,origin,18,ST CRUZ,1
santa cruz de tenerife,canary islands,spain,origin,18,TENERIFF,1
santa cruz de tenerife,canary islands,spain,origin,18,TENNERIFE,1
santa cruz de tenerife,canary islands,spain,origin,1,CANARIA,1
santa cruz de tenerife,canary islands,spain,destination,1,"SANTA CRUZ, TENERIFE",1
santander,NA,spain,destination,1,SANTANDER,1
santiago,santiago,cape verde,origin,22,ST JAGO,10
santiago,santiago,cape verde,origin,22,PORTO PRAYA,6
santiago,santiago,cape verde,origin,22,CAPE VERDE,1
santiago,santiago,cape verde,origin,22,MAYO CAPE VERDE ISLANDS,1
santiago,santiago,cape verde,origin,22,PORT PRAYA,1
santiago,santiago,cape verde,origin,22,PORTA PRAYA,1
santiago,santiago,cape verde,origin,22,PORTE PRAIJO,1
santiago,santiago,cape verde,origin,22,ST JAGO (SAO TIAGO),1
santiago,santiago,cape verde,origin,1,PORTO PRAIJO,1
são tomé and príncipe,NA,são tomé and príncipe,destination,13,ISLA DEL PRINCIPE (GUINEA),1
são tomé and príncipe,NA,são tomé and príncipe,origin,13,ST THOMAS,9
são tomé and príncipe,NA,são tomé and príncipe,origin,13,ST THOMAS (SAO TOME),3
são tomé and príncipe,NA,são tomé and príncipe,origin,13,ST. THOMEE,1
são tomé and príncipe,NA,são tomé and príncipe,origin,3,ST THOMAS,9
são tomé and príncipe,NA,são tomé and príncipe,origin,3,ST THOMAS (SAO TOME),3
são tomé and príncipe,NA,são tomé and príncipe,origin,3,ST. THOMEE,1
são tomé and príncipe,NA,são tomé and príncipe,origin,3,PRINCES ISLAND,3
são tomé and príncipe,NA,são tomé and príncipe,origin,1,ISLA DEL PRINCIPE,1
são tomé and príncipe,NA,são tomé and príncipe,origin,1,SAO TOME,1
são tomé and príncipe,NA,são tomé and príncipe,destination,1,ST.THOMEE,1
são tomé and príncipe,NA,são tomé and príncipe,origin,1,PRINCES,1
são tomé and príncipe,NA,são tomé and príncipe,origin,1,PRINCESS ISLAND (NR ST THOMAS),1
são tomé and príncipe,NA,são tomé and príncipe,origin,1,PRINSIES,1
são tomé and príncipe,NA,são tomé and príncipe,origin,1,PRINSSE EILAND,1
são tomé and príncipe,NA,são tomé and príncipe,origin,1,SAN THOMÉ,1
savannah,georgia,united states,destination,1,SAVANAH GEORGIA,1
savannah,georgia,united states,origin,1,SAVANNAH,1
schaapen island,NA,south africa,destination,1,SCHAPENEILAND,1
scilly isles,NA,uk,destination,1,SCILLY ISLES,1
scilly isles,NA,uk,origin,1,ST MARY'S,1
scilly isles,NA,uk,destination,1,ST MARY'S SOUND,1
seconda,NA,NA,origin,1,SECONDA,1
senour,NA,NA,destination,1,SENOUR,1
sheerness,NA,uk,destination,1,COCKHAM WOOD UK,1
sheerness,NA,uk,origin,1,SHEERNESS,1
sheerness,NA,uk,destination,1,SHERNESS,1
shelburne harbour,NA,NA,destination,1,SHELBURNE HARBOUR,1
singapore,NA,singapore,origin,4,MALACCA,4
singapore,NA,singapore,destination,3,MALAKKA,3
singapore,NA,singapore,destination,1,MALACCA STRAITS,1
singapore,NA,singapore,origin,1,MALACCA TOWN,1
singapore,NA,NA,origin,1,SINGAPORE STRAIGHT,1
sisirán,NA,philippines,origin,1,SISIRÁN,1
sitka sound,alaska,united states,origin,1,NORFOLK SOUND,1
smeerenberg,NA,NA,origin,1,SMEERENBERG,1
socotra?,NA,NA,destination,1,SOCOTRA?,1
soincij baai,NA,NA,origin,1,SOINCIJ BAAI,1
souratte,NA,NA,origin,1,SOURATTE,1
southport,north carolina,united states,origin,1,SOUTHPORT,1
spithead,NA,uk,origin,164,SPITHEAD,146
spithead,NA,uk,origin,164,MOTHERBANK,6
spithead,NA,uk,origin,164,ENGLAND,4
spithead,NA,uk,origin,164,PORTLAND,4
spithead,NA,uk,origin,164,YARMOUTH,4
spithead,NA,uk,destination,56,UK,54
spithead,NA,uk,destination,56,PORTLAND ENGLAND,1
spithead,NA,uk,destination,56,SPIHEAD (CRUISING),1
spithead,NA,uk,destination,56,SPITHEAD - CRUISING BAY BISCAY,1
spithead,NA,uk,destination,56,SPITHEAD (VIA FYAL),1
spithead,NA,NA,destination,2,UK,54
spithead,NA,NA,destination,2,PORTLAND ENGLAND,1
spithead,NA,NA,destination,2,SPIHEAD (CRUISING),1
spithead,NA,NA,destination,2,SPITHEAD - CRUISING BAY BISCAY,1
spithead,NA,NA,destination,2,SPITHEAD (VIA FYAL),1
spithead,NA,uk,origin,1,COWES,1
spithead,NA,uk,origin,1,COWES RD,1
spithead,NA,uk,origin,1,COWES ROAD,1
spithead,NA,uk,origin,1,BEMBRIDGE,1
spithead,NA,NA,origin,1,DUNNOSE,1
spithead,NA,NA,origin,1,DUNNOZE,1
spitsbergen,NA,norway,origin,6,SPITSBERGEN,6
spitsbergen,NA,norway,origin,1,MOORED IN N NORWAY,1
spitsbergen,NA,norway,destination,1,VOGLE SOUND,1
st andries,NA,NA,destination,1,ST ANDRIES,1
st augustine,florida,united states,origin,1,ST AUGUSTINE (FLORIDA),1
st augustine,florida,united states,destination,1,ST AUGUSTINE FLORIDA,1
st augustine,florida,united states,origin,1,ST AUGUSTINES (FLORIDA),1
st christopher,NA,NA,origin,1,ST CHRISTOFFEL,1
st christopher,NA,NA,destination,1,ST CHRISTOPHER,1
st christopher,NA,NA,destination,1,ST CHRISTOPHERS,1
st eustatius,sint eustatius,lesser antilles,destination,20,ST EUSTATIUS,14
st eustatius,sint eustatius,lesser antilles,destination,20,ST EUSTACIUS,6
st eustatius,sint eustatius,lesser antilles,origin,1,ST. EUSTATIUS,1
st eustatius,sint eustatius,lesser antilles,destination,1,ST EUSTASIUS,1
st helena,st helena,uk,destination,69,ST HELENA,69
st helena,st helena,uk,origin,2,ST. HELENA,2
st helena,st helena,uk,origin,1,ST HELLENA,1
st jacobsbaai,NA,south africa,origin,1,ST JACOBSBAAI,1
st johns,newfoundland,canada,origin,48,ST JOHNS,14
st johns,newfoundland,canada,origin,48,ST JOHNS NEWFOUNDLAND,5
st johns,newfoundland,canada,origin,48,"ST JOHNS, NEWFOUNDLAND",4
st johns,newfoundland,canada,origin,48,ST JOHN'S NEWFOUNDLAND,3
st johns,newfoundland,canada,origin,48,ST JOHN,1
st johns,newfoundland,canada,origin,48,ST JOHN'S HARBOUR NEWFOUNDLAND,1
st johns,newfoundland,canada,origin,48,ST JOHNS (NEWFOUNDLAND),1
st johns,newfoundland,canada,origin,48,ST JOHNS (NF),1
st johns,newfoundland,canada,origin,48,ST JOHNS HARBOUR,1
st johns,newfoundland,canada,origin,48,ST JOHNS NEWFOUNDLAND (CRUISE OF GRAND BANKS),1
st johns,newfoundland,canada,origin,48,ST JOHNS NF,1
st johns,newfoundland,canada,origin,48,"ST JOHNS, NF",1
st johns,newfoundland,canada,destination,28,ST JOHNS (CRUISING),1
st johns,newfoundland,canada,destination,28,ST JOHN NEWFOUNDLAND,1
st johns,newfoundland,canada,destination,28,ST JOHNS HARBOUR (NEWFOUNDLAND),1
st johns,newfoundland,canada,origin,6,ST JOHNS,14
st johns,newfoundland,canada,origin,6,ST JOHN,1
st johns,newfoundland,canada,origin,6,ST JOHNS HARBOUR,1
st johns,newfoundland,canada,origin,6,ST JOHNS NF,1
st johns,newfoundland,canada,origin,6,ST JOHNS NEWFOUNDLAND,5
st johns,newfoundland,canada,origin,6,"ST JOHNS, NEWFOUNDLAND",4
st johns,newfoundland,canada,origin,6,ST JOHN'S NEWFOUNDLAND,3
st johns,newfoundland,canada,origin,6,ST JOHN'S HARBOUR NEWFOUNDLAND,1
st johns,newfoundland,canada,origin,6,ST JOHNS (NEWFOUNDLAND),1
st johns,newfoundland,canada,origin,6,ST JOHNS (NF),1
st johns,newfoundland,canada,origin,6,ST JOHNS NEWFOUNDLAND (CRUISE OF GRAND BANKS),1
st johns,newfoundland,canada,origin,6,"ST JOHNS, NF",1
st johns,newfoundland,canada,destination,3,ST JOHN NEWFOUNDLAND,1
st johns,newfoundland,canada,destination,3,ST JOHNS (CRUISING),1
st johns,newfoundland,canada,destination,3,ST JOHNS HARBOUR (NEWFOUNDLAND),1
st johns,newfoundland,canada,destination,1,JOHN HARBOUR (NEWFOUNDLAND),1
st johns,newfoundland,canada,destination,1,"ST. JOHNS, NEWFOUNDLAND",1
st kitts and nevis,NA,st kitts and nevis,origin,20,BASSE TERRE,10
st kitts and nevis,NA,st kitts and nevis,origin,20,ST KITTS,6
st kitts and nevis,NA,st kitts and nevis,origin,20,NEVIS,2
st kitts and nevis,NA,st kitts and nevis,origin,20,BASSE TERRE ROADS,1
st kitts and nevis,NA,st kitts and nevis,origin,20,ST CHRISTOPHERS (BASSE TERRE),1
st lawrence,newfoundland,canada,destination,2,ST LAWRENCE,2
st lawrence,newfoundland,canada,destination,1,GREAT ST LAWRENCE HARBOUR,1
st lawrence,newfoundland,canada,destination,1,ST LAWRENCE NEW FOUNDLAND,1
st lawrence river,NA,canada,origin,1,RIVER OF ST LAWRENCE,1
st lucia,NA,lesser antilles,destination,2,ST LUCIA,2
st martin,NA,caribbean,origin,2,FORT AMSTERDAM,2
st martin,NA,caribbean,origin,2,ST MARTINS,2
st martin,NA,caribbean,origin,1,ST MAARTEN,1
st martin,NA,caribbean,origin,1,ST MARTIJN,1
st nazaire,NA,NA,origin,1,ST. NAZAIRE,1
st patrick's hole,newfoundland,canada,destination,1,"ST PATRICK'S HOLE, NEWFOUNDLAND",1
st pauls island,NA,malta,destination,1,ST PAOLO,1
st pauls island,NA,malta,destination,1,ST PAULS ISLAND,1
st thomas virgin islands,virgin islands,united states,origin,13,"ST THOMAS, VIRGIN ISLANDS",1
st thomas virgin islands,virgin islands,united states,origin,13,TORTOLA,1
st thomas virgin islands,virgin islands,united states,origin,13,"TORTOLA ROADS, ST THOMAS",1
st thomas virgin islands,virgin islands,united states,origin,3,TORTOLA,1
st thomas virgin islands,virgin islands,united states,origin,3,"TORTOLA ROADS, ST THOMAS",1
st thomas virgin islands,virgin islands,united states,origin,3,"ST THOMAS, VIRGIN ISLANDS",1
st thomas virgin islands,virgin islands,united states,origin,1,ROAD TORN TORTOLA,1
st thomas virgin islands,virgin islands,united states,origin,1,"ROAD TOWN, TORTOLA",1
straat banka,NA,NA,origin,1,STRAAT BANKA,1
straat sunda,NA,NA,origin,1,STRAAT SUNDA,1
strait of magellan,NA,chile,origin,2,ESTRECHO DE MAGALLANES,2
strait of magellan,NA,chile,origin,1,COSTA PATAGÓNICA,1
strait of magellan,NA,chile,origin,1,ESTRECHO DE MAGELLANES,1
strait of magellan,NA,chile,destination,1,TOWARDS CAPE HORN,1
suftren,NA,NA,origin,1,SUFTREN,1
surabaya,NA,indonesia,origin,1,SOERABAIJA,1
surabaya,NA,indonesia,origin,1,SOERABAYA,1
surabaya,NA,indonesia,destination,1,SURABAYA,1
surat,gujarat,india,origin,3,SURAT,3
swansea,NA,uk,destination,1,FYALL,1
swansea,NA,uk,origin,1,FYALL BAY,1
talcahuano,NA,chile,origin,1,TALCAGUANA,1
talcahuano,NA,chile,origin,1,TALCAHUANO,1
tellicherry,kerala,india,origin,8,TILLICHERRY,4
tellicherry,kerala,india,origin,8,COCHIN,3
tellicherry,kerala,india,origin,8,TELLICHERRY,1
tellicherry,kerala,india,origin,8,TELLYCHERRY,1
tellicherry,kerala,india,origin,8,TILLECHERRY ROAD,1
tellicherry,kerala,india,origin,8,TILLICHERRY FLAG,1
tellicherry,kerala,india,origin,3,TILLICHERRY,4
tellicherry,kerala,india,origin,3,COCHIN,3
tellicherry,kerala,india,origin,3,TELLICHERRY,1
tellicherry,kerala,india,origin,3,TELLYCHERRY,1
tellicherry,kerala,india,origin,3,TILLECHERRY ROAD,1
tellicherry,kerala,india,origin,3,TILLICHERRY FLAG,1
tellicherry,kerala,india,destination,1,CANNANORE,1
terceira,NA,azores,destination,1,"FERCERA, NEAR ST MICHAELS",1
ternal,NA,NA,origin,1,TERNAL,1
terveur,NA,NA,destination,1,TERVEUR,1
texel,NA,netherlands,origin,44,TEXEL,44
the island of barra (shetlands),NA,uk,origin,1,THE ISLAND OF BARRA (SHETLANDS),1
the mannan,NA,NA,origin,1,THE MANNAN,1
tiburon baai,NA,NA,origin,1,TIBURON BAAI,1
tierra del fuego,NA,argentina,origin,1,TIERRA DEL FUEGO,1
timor,NA,NA,origin,1,TIMOR,1
tinian,NA,northern mariana islands,destination,1,ISLE TINIAN,1
toamasina,NA,madagascar,origin,20,ST AUGUSTINE,6
toamasina,NA,madagascar,origin,20,ST MARYS MADAGASCAR,3
toamasina,NA,madagascar,origin,20,"AUGUSTINE BAY, MADAGASCAR",2
toamasina,NA,madagascar,origin,20,"ST MARYS, MADAGASCAR",2
toamasina,NA,madagascar,origin,20,"DAUPHIN BAY, MADAGASCAR",1
toamasina,NA,madagascar,origin,20,MARVILE MADAGASCAR,1
toamasina,NA,madagascar,origin,20,MORANDAVA (MADAGASCAR),1
toamasina,NA,madagascar,origin,20,"ST AUGUSTINE'S BAY, MADAGASCAR",1
toamasina,NA,madagascar,origin,20,"ST AUGUSTINS BAY, MADAGASCAR",1
toamasina,NA,madagascar,origin,20,ST. AUGUSTINE MADAGASCAR,1
toamasina,NA,madagascar,origin,20,TABLE BAY TOWARDS MADAGASCAR,1
toamasina,NA,madagascar,destination,13,MADAGASCAR,7
toamasina,NA,madagascar,destination,13,"FORT DAUPHIN BAY, MADAGASCAR",1
toamasina,NA,madagascar,destination,13,ST AUGUSTINE MADAGASCAR,1
toamasina,NA,madagascar,destination,13,"ST. AUGUSTINE, MADAGASCAR",1
toamasina,NA,madagascar,destination,13,"ST. AUGUSTINES, MADAGASCAR",1
toamasina,NA,madagascar,destination,13,ST. MARYS ROAD MADAGASCAR,1
toamasina,NA,madagascar,destination,13,"TAMATAVE, MADAGASCAR",1
tongatapu,NA,tonga,origin,1,PYLSTAERT (NR TONGA),1
tongatapu,NA,tonga,destination,1,TONGA,1
tongatapu,NA,tonga,origin,1,TONGATABOU,1
torquay,devon,uk,origin,48,TORBAY,14
torquay,devon,uk,origin,2,TORBAY UK,2
toulon,NA,france,origin,1,TOULON,1
trincomalee,NA,sri lanka,origin,8,TRINCOMALEE,8
trincomalee,NA,sri lanka,destination,3,TRINCOMALEE VIA FUNCHAL,1
trincomalee,NA,sri lanka,destination,3,TRINCONOMALE,1
trincomalee,NA,sri lanka,destination,3,TRINCONOMALLE,1
trincomalee,NA,sri lanka,origin,2,TRINCOMALE,2
trincomalee,NA,sri lanka,origin,1,TIRIKUNAMALAYA,1
trincomalee,NA,sri lanka,origin,1,"BACK BAY, TRINCOMALEE",1
trinidad,NA,trinidad,origin,3,LAGOS BAY,3
trinidad,NA,trinidad,destination,1,TRINDADA,1
trinidad,NA,trinidad,origin,1,TRINIDADA,1
trondheim,NA,norway,destination,1,DRONTHEM,1
unknown,NA,NA,origin,17,UNKNOWN,8
unknown,NA,NA,origin,17,COASTAL,6
unknown,NA,NA,origin,17,CRUISING,2
unknown,NA,NA,origin,17,DESCONOCIDO (MARES DE NICARAGUA),1
unknown,NA,NA,destination,4,DESCONOCIDO,3
unknown,NA,NA,destination,4,OFF SHORE,1
unknown,NA,NA,origin,3,EQUATOR,3
unknown,NA,NA,origin,1,NEAR EQUATOR,1
unknown,NA,NA,destination,1,SEARCHING FOR AN ISLAND,1
unknown,NA,NA,destination,1,TOWARDS EQUATOR,1
ushant,NA,france,destination,1,CRUISING OF USHANT,1
ushant,NA,france,destination,1,CRUISING OFF USHANT,1
ushant,NA,france,origin,1,USHANT,1
valdivia,NA,chile,destination,1,VALDIVIA,1
valdivia,NA,chile,origin,1,VALDIVIA (CHILE),1
valparaíso,NA,chile,destination,2,VALPARAISO,1
valparaíso,NA,chile,destination,2,VALPARAÍSO (CHILE),1
valparaíso,NA,chile,origin,1,VALPARAÍSO,1
vancouver,british columbia,canada,origin,1,COAL HARBOUR,1
veracruz,NA,mexico,origin,11,VERACRUZ,8
veracruz,NA,mexico,origin,11,VERACRUZ.,2
veracruz,NA,mexico,origin,11,VERACRUZ (MÉXICO),1
visakhapatnam,andhra pradesh,india,origin,1,VIZAGAPATNAM,1
waterford,NA,NA,origin,2,WATERFORD,2
waygiou,NA,NA,origin,1,WAYGIOU,1
wellington,NA,new zealand,destination,3,NEW ZEALAND,3
wellington,NA,new zealand,origin,1,CAPE PALLISSER NEW ZEALAND,1
west africa,NA,NA,origin,5,WEST AFRIKA,5
west africa,NA,NA,destination,3,WEST AFRICA,3
west africa,NA,NA,origin,2,AFRIKA,2
west africa,NA,NA,origin,1,W AFRIKA,1
west africa,NA,NA,origin,1,WEST-AFRIKA,1
west indies,NA,NA,origin,4,WEST INDIES,4
west indies,NA,NA,destination,1,WEST INDIE,1
west indies,NA,NA,origin,1,WEST-INDIE,1
westray head,NA,NA,origin,1,WESTRAY HEAD,1
weymouth,NA,NA,destination,1,WEYMOUTH,1
whitby,north yorkshire,uk,origin,1,WHITBY BAY UK,1
willemstad,NA,curacao,origin,15,CURACAO,15
winnebah,NA,NA,origin,1,WINNEBAH,1
woodmans bay,NA,dominca,destination,1,WOODMANS BAY DOMINICA,1
woolwich,NA,uk,destination,1,WOOLWICH UK,1
wydah,NA,benin,origin,1,WYDAH,1
wymoa bay,NA,NA,destination,1,WYMOA BAY,1
yam bay,NA,NA,destination,1,YAM BAY,1
york harbour,newfoundland,canda,origin,1,YORK HARBOUR (NEWFOUNDLAND),1
york harbour,newfoundland,canda,destination,1,"YORK HARBOUR, NEWFOUNDLAND",1
zanteme,NA,gabon,origin,1,ZANTEME,1
zanzibar,NA,tanzania,destination,1,ZANZIBAR,1
